Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2007,11,7,21:41:36,26.3671,89.527,60.5,3.3,INDIA-BANGLADESH BORDER REGION,1194471696
2007,11,7,07:10:22,22.1298,92.3661,31.5,5.5,INDIA-BANGLADESH BORDER REGION,1194419422
2007,11,5,01:00:02,25.7533,90.9577,44.6,3.5,INDIA-BANGLADESH BORDER REGION,1194224402
2007,11,3,06:13:07,24.0074,92.5969,35.0,3.5,INDIA-BANGLADESH BORDER REGION,1194070387
2007,10,20,10:10:23,23.704,91.7302,35.0,3.8,INDIA-BANGLADESH BORDER REGION,1192875023
2007,10,18,22:09:21,23.5444,92.0993,35.3,3.5,INDIA-BANGLADESH BORDER REGION,1192745361
2007,9,18,19:49:04,25.1818,91.0139,36.0,4.3,INDIA-BANGLADESH BORDER REGION,1190144944
2007,9,7,20:14:54,22.6963,92.2119,30.0,4.2,INDIA-BANGLADESH BORDER REGION,1189196094
2007,8,31,12:06:35,23.0821,90.249,65.4,4.5,BANGLADESH,1188561995
2007,8,4,05:36:31,23.1934,92.5876,74.8,3.6,INDIA-BANGLADESH BORDER REGION,1186205791
2007,8,1,18:30:35,15.7473,87.0295,10.0,3.5,BAY OF BENGAL,1185993035
2007,7,28,20:19:46,22.7951,92.2197,1.3,3.5,INDIA-BANGLADESH BORDER REGION,1185653986
2007,7,28,01:00:34,22.8377,92.3942,35.0,4.0,INDIA-BANGLADESH BORDER REGION,1185584434
2007,7,28,00:48:27,22.835,92.2749,23.8,4.8,INDIA-BANGLADESH BORDER REGION,1185583707
2007,6,26,01:24:18,18.0869,86.7901,10.0,3.7,BAY OF BENGAL,1182821058
2007,5,28,17:08:55,16.5206,88.5762,35.0,3.6,BAY OF BENGAL,1180372135
2007,5,8,17:16:50,25.5865,90.6364,12.2,3.2,INDIA-BANGLADESH BORDER REGION,1178644610
2007,5,3,10:52:41,25.615,91.0271,12.4,3.4,INDIA-BANGLADESH BORDER REGION,1178189561
2007,3,9,23:36:51,24.735,90.2526,0.0,3.1,BANGLADESH,1173483411
2007,2,15,18:13:28,24.5198,92.5241,16.0,3.5,INDIA-BANGLADESH BORDER REGION,1171563208
2007,2,14,11:44:28,25.5105,90.9644,10.0,3.7,INDIA-BANGLADESH BORDER REGION,1171453468
2007,1,24,10:29:25,25.5974,90.0278,10.0,4.1,INDIA-BANGLADESH BORDER REGION,1169634565
2007,1,7,20:50:10,20.9157,88.5526,0.0,3.6,BAY OF BENGAL,1168203010
2007,1,4,11:58:49,25.2388,91.6861,5.3,3.8,INDIA-BANGLADESH BORDER REGION,1167911929
2007,1,2,13:00:38,24.1452,91.7083,10.0,3.7,INDIA-BANGLADESH BORDER REGION,1167742838
2006,12,20,10:30:24,25.2984,90.0845,45.9,4.2,INDIA-BANGLADESH BORDER REGION,1166610624
2006,12,6,14:42:37,23.0041,92.1751,41.2,3.6,INDIA-BANGLADESH BORDER REGION,1165416157
2006,11,10,13:21:24,24.5361,92.2698,43.6,4.9,INDIA-BANGLADESH BORDER REGION,1163164884
2006,11,8,09:45:08,26.374,88.856,15.0,3.2,INDIA-BANGLADESH BORDER REGION,1162979108
2006,9,17,21:12:13,26.4805,88.4498,59.6,3.4,INDIA-BANGLADESH BORDER REGION,1158527533
2006,9,5,01:40:13,25.7367,92.5476,10.0,3.5,INDIA-BANGLADESH BORDER REGION,1157420413
2006,8,31,05:36:09,26.1837,89.7782,35.0,3.8,INDIA-BANGLADESH BORDER REGION,1157002569
2006,8,12,20:46:11,24.7088,92.7419,44.3,5.0,INDIA-BANGLADESH BORDER REGION,1155415571
2006,8,5,14:39:18,23.5074,89.5482,10.0,4.2,BANGLADESH,1154788758
2006,6,19,16:57:31,25.3848,90.6876,10.0,4.2,INDIA-BANGLADESH BORDER REGION,1150736251
2006,6,2,08:51:17,20.8178,91.7314,72.7,3.5,BAY OF BENGAL,1149238277
2006,5,30,19:43:46,20.695,91.8779,30.9,4.9,BAY OF BENGAL,1149018226
2006,4,11,01:07:07,24.4833,91.2195,35.0,3.6,INDIA-BANGLADESH BORDER REGION,1144717627
2006,3,25,16:23:14,22.6186,92.7121,10.0,3.9,INDIA-BANGLADESH BORDER REGION,1143303794
2006,2,12,04:54:41,24.0272,91.5858,51.8,4.2,INDIA-BANGLADESH BORDER REGION,1139720081
2006,1,17,19:13:06,24.2011,92.707,4.4,3.4,INDIA-BANGLADESH BORDER REGION,1137525186
2005,12,31,06:31:43,25.732,90.384,35.0,4.2,INDIA-BANGLADESH BORDER REGION,1136010703
2005,12,12,07:12:41,25.4993,92.2368,66.3,4.3,INDIA-BANGLADESH BORDER REGION,1134371561
2005,11,16,05:06:04,17.7282,92.1736,27.7,4.2,BAY OF BENGAL,1132117564
2005,11,8,04:51:37,24.431,92.3443,33.0,3.8,INDIA-BANGLADESH BORDER REGION,1131425497
2005,10,31,10:34:00,17.5312,92.5236,10.0,4.7,BAY OF BENGAL,1130754840
2005,10,30,16:23:31,26.3129,89.0275,10.0,3.1,INDIA-BANGLADESH BORDER REGION,1130689411
2005,9,18,12:04:57,20.5267,91.1749,33.0,4.0,BAY OF BENGAL,1127045097
2005,9,12,16:59:49,25.713,90.3735,33.7,4.2,INDIA-BANGLADESH BORDER REGION,1126544389
2005,8,30,00:27:15,16.2737,92.373,10.0,4.0,BAY OF BENGAL,1125361635
2005,8,26,02:53:07,15.9617,92.438,10.0,4.5,BAY OF BENGAL,1125024787
2005,8,8,02:25:45,17.8515,92.3074,10.0,4.6,BAY OF BENGAL,1123467945
2005,7,26,18:27:01,23.19,91.4169,24.3,4.0,INDIA-BANGLADESH BORDER REGION,1122402421
2005,7,24,09:07:55,16.4875,92.5648,33.0,3.8,BAY OF BENGAL,1122196075
2005,7,21,12:45:17,23.0192,91.9033,10.0,4.2,INDIA-BANGLADESH BORDER REGION,1121949917
2005,7,21,11:40:41,22.9837,92.0524,11.3,4.6,INDIA-BANGLADESH BORDER REGION,1121946041
2005,5,24,21:06:30,22.8073,92.1713,24.6,4.2,INDIA-BANGLADESH BORDER REGION,1116968790
2005,5,9,15:51:03,16.3531,92.6248,0.0,3.8,BAY OF BENGAL,1115653863
2005,5,9,15:29:03,16.1441,92.6978,0.0,3.3,BAY OF BENGAL,1115652543
2005,5,3,00:38:55,25.6674,90.8626,39.8,4.3,INDIA-BANGLADESH BORDER REGION,1115080735
2005,5,1,18:36:51,23.3634,92.6756,47.5,3.4,INDIA-BANGLADESH BORDER REGION,1114972611
2005,4,5,22:53:35,21.482,91.9602,33.0,3.4,BAY OF BENGAL,1112741615
2005,4,5,03:23:04,22.6128,92.2593,43.5,4.4,INDIA-BANGLADESH BORDER REGION,1112671384
2005,3,25,04:40:22,15.6018,92.4395,0.0,3.5,BAY OF BENGAL,1111725622
2005,2,27,18:32:10,25.3967,91.603,10.0,4.2,INDIA-BANGLADESH BORDER REGION,1109529130
2005,2,15,11:15:05,24.5336,92.376,10.7,5.0,INDIA-BANGLADESH BORDER REGION,1108466105
2005,2,10,18:22:32,15.8286,92.3079,0.0,3.3,BAY OF BENGAL,1108059752
2005,1,13,14:15:43,15.0446,92.3367,32.2,3.9,BAY OF BENGAL,1105625743
2005,1,11,20:39:09,17.0083,92.4412,33.0,4.2,BAY OF BENGAL,1105475949
2005,1,11,04:00:16,16.5319,92.6839,33.0,4.4,BAY OF BENGAL,1105416016
2005,1,7,22:33:49,15.0281,91.9273,0.0,3.8,BAY OF BENGAL,1105137229
2005,1,7,00:29:44,16.3179,92.1562,33.0,3.6,BAY OF BENGAL,1105057784
2004,12,27,13:13:17,16.0604,90.2687,0.0,3.8,BAY OF BENGAL,1104153197
2004,12,9,08:48:58,24.715,92.5361,41.2,5.3,INDIA-BANGLADESH BORDER REGION,1102582138
2004,12,7,01:57:46,24.3085,92.1161,57.5,4.3,INDIA-BANGLADESH BORDER REGION,1102384666
2004,8,28,21:26:52,24.3046,89.4136,0.0,3.4,BANGLADESH,1093728412
2004,8,12,18:08:45,25.4682,90.8116,10.0,3.8,INDIA-BANGLADESH BORDER REGION,1092334125
2004,8,4,02:09:12,25.6677,90.1038,10.0,4.2,INDIA-BANGLADESH BORDER REGION,1091585352
2004,6,19,18:27:38,19.6867,91.5872,0.0,3.4,BAY OF BENGAL,1087669658
2004,6,16,23:36:44,24.6574,89.7467,10.0,3.8,BANGLADESH,1087429004
2004,5,27,00:22:15,26.2822,89.2242,10.0,4.5,INDIA-BANGLADESH BORDER REGION,1085617335
2004,2,1,06:11:53,16.7158,86.5824,29.2,4.1,BAY OF BENGAL,1075615913
2003,12,30,05:36:23,22.7502,92.3564,10.0,3.7,INDIA-BANGLADESH BORDER REGION,1072762583
2003,12,19,15:30:46,22.8046,92.305,33.0,4.1,INDIA-BANGLADESH BORDER REGION,1071847846
2003,12,6,09:53:03,25.5704,90.3886,26.7,4.4,INDIA-BANGLADESH BORDER REGION,1070704383
2003,12,2,21:14:51,25.8043,90.2635,17.0,3.8,INDIA-BANGLADESH BORDER REGION,1070399691
2003,11,30,17:20:23,24.1335,92.699,9.6,3.1,INDIA-BANGLADESH BORDER REGION,1070212823
2003,10,17,06:26:12,22.4529,91.9016,35.8,3.6,BANGLADESH,1066371972
2003,10,14,10:08:09,22.3245,89.5956,0.0,3.6,BANGLADESH,1066126089
2003,8,13,08:11:55,22.6541,92.1253,0.0,3.8,INDIA-BANGLADESH BORDER REGION,1060762315
2003,8,3,18:33:10,22.8414,92.3686,35.4,3.8,INDIA-BANGLADESH BORDER REGION,1059935590
2003,8,1,03:19:38,22.846,92.276,15.0,4.7,INDIA-BANGLADESH BORDER REGION,1059707978
2003,7,31,20:09:02,22.8931,92.4362,37.6,3.8,INDIA-BANGLADESH BORDER REGION,1059682142
2003,7,27,14:33:09,22.7858,92.2426,9.0,4.4,INDIA-BANGLADESH BORDER REGION,1059316389
2003,7,27,13:45:14,22.8525,92.3438,10.0,3.9,INDIA-BANGLADESH BORDER REGION,1059313514
2003,7,27,13:12:21,22.2922,91.2822,0.0,3.6,BANGLADESH,1059311541
2003,7,27,12:07:29,22.8371,92.3359,7.1,5.4,INDIA-BANGLADESH BORDER REGION,1059307649
2003,7,27,11:00:46,22.6007,92.034,10.0,4.2,INDIA-BANGLADESH BORDER REGION,1059303646
2003,7,27,07:32:56,22.8482,92.3048,37.8,4.3,INDIA-BANGLADESH BORDER REGION,1059291176
2003,7,27,00:19:51,22.848,92.4981,33.0,3.9,INDIA-BANGLADESH BORDER REGION,1059265191
2003,7,27,00:17:20,22.6235,92.1963,48.8,4.3,INDIA-BANGLADESH BORDER REGION,1059265040
2003,7,26,23:18:17,22.8929,92.3317,2.6,5.6,INDIA-BANGLADESH BORDER REGION,1059261497
2003,7,5,19:41:58,25.738,89.9024,24.9,3.5,INDIA-BANGLADESH BORDER REGION,1057434118
2003,4,10,11:09:36,20.3063,90.1748,33.0,3.4,BAY OF BENGAL,1049972976
2003,2,20,14:22:16,25.7279,91.0277,43.0,3.8,INDIA-BANGLADESH BORDER REGION,1045750936
2003,2,15,21:37:30,25.9326,90.588,10.0,3.9,INDIA-BANGLADESH BORDER REGION,1045345050
2003,2,12,07:08:34,25.6527,90.5808,33.0,3.9,INDIA-BANGLADESH BORDER REGION,1045033714
2003,1,4,19:39:44,25.5801,92.2709,74.4,3.4,INDIA-BANGLADESH BORDER REGION,1041709184
2002,12,29,07:05:03,26.3327,88.9185,1.3,2.8,INDIA-BANGLADESH BORDER REGION,1041145503
2002,12,25,18:58:09,21.8899,92.5779,36.2,3.3,MYANMAR-BANGLADESH BORDER REGION,1040842689
2002,12,19,13:33:28,19.8744,91.8133,0.0,3.4,BAY OF BENGAL,1040304808
2002,11,16,23:16:47,19.0236,92.7105,27.4,3.7,BAY OF BENGAL,1037488607
2002,10,30,15:09:22,20.5574,91.2999,1.6,4.2,BAY OF BENGAL,1035990562
2002,10,30,15:09:14,20.7734,91.2385,31.6,3.9,BAY OF BENGAL,1035990554
2002,10,14,13:27:51,24.7127,91.7538,44.5,4.9,INDIA-BANGLADESH BORDER REGION,1034602071
2002,9,24,23:42:01,25.82,90.051,13.4,4.1,INDIA-BANGLADESH BORDER REGION,1032910921
2002,8,23,09:58:02,22.461,92.583,33.0,3.4,INDIA-BANGLADESH BORDER REGION,1030096682
2002,8,20,22:50:55,23.8302,91.7021,54.6,3.5,INDIA-BANGLADESH BORDER REGION,1029883855
2002,7,23,20:21:58,24.748,92.086,45.1,3.8,INDIA-BANGLADESH BORDER REGION,1027455718
2002,7,20,07:37:31,25.124,92.178,31.1,4.3,INDIA-BANGLADESH BORDER REGION,1027150651
2002,7,11,19:16:43,25.809,90.803,10.0,3.9,INDIA-BANGLADESH BORDER REGION,1026415003
2002,6,20,14:46:19,25.324,91.275,22.7,4.0,INDIA-BANGLADESH BORDER REGION,1024584379
2002,6,20,05:40:43,25.868,88.874,37.8,4.5,INDIA-BANGLADESH BORDER REGION,1024551643
2002,5,5,04:54:29,22.581,90.934,10.0,4.5,BANGLADESH,1020574469
2002,4,12,15:48:34,25.085,91.913,27.4,3.8,INDIA-BANGLADESH BORDER REGION,1018626514
2002,3,31,11:43:31,23.701,92.424,37.0,3.4,INDIA-BANGLADESH BORDER REGION,1017575011
2002,3,24,03:48:39,25.882,90.516,37.3,4.0,INDIA-BANGLADESH BORDER REGION,1016941719
2002,3,22,07:00:32,17.512,87.989,33.0,3.9,BAY OF BENGAL,1016780432
2002,3,17,02:03:19,24.25,88.724,10.0,4.0,INDIA-BANGLADESH BORDER REGION,1016330599
2002,3,13,20:58:23,19.135,92.674,33.0,3.6,BAY OF BENGAL,1016053103
2002,3,12,07:33:02,25.211,92.147,59.1,4.1,INDIA-BANGLADESH BORDER REGION,1015918382
2002,1,29,21:56:00,21.542,92.267,144.9,3.6,MYANMAR-BANGLADESH BORDER REGION,1012341360
2002,1,9,06:54:22,24.667,90.492,100.0,3.5,BANGLADESH,1010559262
2001,12,19,07:54:13,23.64,90.283,60.2,4.5,BANGLADESH,1008748453
2001,12,11,19:09:26,20.67,91.965,42.3,3.6,BAY OF BENGAL,1008097766
2001,11,25,20:07:00,19.017,92.308,20.8,3.9,BAY OF BENGAL,1006718820
2001,11,24,06:06:56,18.819,91.4189,0.0,3.4,BAY OF BENGAL,1006582016
2001,11,24,05:14:17,18.855,92.043,33.0,4.3,BAY OF BENGAL,1006578857
2001,11,23,14:00:04,19.696,92.725,19.4,3.6,BAY OF BENGAL,1006524004
2001,11,23,13:33:35,19.648,92.615,10.0,3.5,BAY OF BENGAL,1006522415
2001,11,23,11:32:12,19.078,91.928,10.0,4.7,BAY OF BENGAL,1006515132
2001,11,23,11:09:55,18.749,92.221,10.0,4.3,BAY OF BENGAL,1006513795
2001,11,23,11:07:39,18.915,92.111,10.0,4.4,BAY OF BENGAL,1006513659
2001,11,4,04:09:36,18.891,92.126,10.0,4.2,BAY OF BENGAL,1004846976
2001,11,4,03:52:48,19.033,92.385,17.0,3.9,BAY OF BENGAL,1004845968
2001,11,1,15:49:45,18.844,92.181,10.0,3.8,BAY OF BENGAL,1004629785
2001,11,1,13:20:32,19.056,92.439,10.0,3.3,BAY OF BENGAL,1004620832
2001,10,30,08:59:24,19.051,92.349,14.2,4.1,BAY OF BENGAL,1004432364
2001,10,29,11:51:43,18.99,92.455,10.0,4.3,BAY OF BENGAL,1004356303
2001,10,27,19:03:25,18.872,92.382,10.0,4.2,BAY OF BENGAL,1004209405
2001,10,27,18:26:21,19.062,92.37,10.0,4.5,BAY OF BENGAL,1004207181
2001,10,27,17:13:03,18.879,92.374,10.0,4.3,BAY OF BENGAL,1004202783
2001,10,27,17:11:33,19.073,92.414,10.0,4.0,BAY OF BENGAL,1004202693
2001,10,27,17:07:06,18.978,92.451,34.9,4.1,BAY OF BENGAL,1004202426
2001,10,26,09:20:39,18.722,92.147,10.0,4.3,BAY OF BENGAL,1004088039
2001,10,20,15:29:44,19.725,92.677,12.1,3.6,BAY OF BENGAL,1003591784
2001,10,20,14:40:17,18.987,92.297,2.4,4.4,BAY OF BENGAL,1003588817
2001,10,19,13:39:13,19.204,92.166,41.7,3.9,BAY OF BENGAL,1003498753
2001,10,15,09:47:33,19.065,92.352,42.7,3.2,BAY OF BENGAL,1003139253
2001,10,13,22:18:15,18.946,92.295,8.3,3.9,BAY OF BENGAL,1003011495
2001,10,13,21:58:31,18.973,92.242,10.0,3.8,BAY OF BENGAL,1003010311
2001,10,13,20:54:49,18.88,92.289,10.0,5.2,BAY OF BENGAL,1003006489
2001,10,9,15:39:38,18.4771,91.9463,0.0,3.3,BAY OF BENGAL,1002641978
2001,10,9,14:39:18,18.0984,92.672,0.0,3.5,BAY OF BENGAL,1002638358
2001,10,7,03:03:19,19.067,92.393,3.1,4.0,BAY OF BENGAL,1002423799
2001,10,4,21:50:51,18.932,92.283,10.0,3.6,BAY OF BENGAL,1002232251
2001,9,26,01:46:06,23.369,91.971,25.1,3.9,INDIA-BANGLADESH BORDER REGION,1001468766
2001,9,22,09:29:24,19.013,91.781,8.4,3.7,BAY OF BENGAL,1001150964
2001,9,16,15:56:35,22.486,90.92,33.0,3.5,BANGLADESH,1000655795
2001,9,16,13:09:32,25.2074,90.449,0.0,3.3,INDIA-BANGLADESH BORDER REGION,1000645772
2001,9,4,22:08:03,25.353,90.873,51.6,4.0,INDIA-BANGLADESH BORDER REGION,999641283
2001,8,12,13:17:42,24.436,92.08,33.0,4.6,INDIA-BANGLADESH BORDER REGION,997622262
2001,8,8,10:00:34,24.582,92.028,33.0,3.8,INDIA-BANGLADESH BORDER REGION,997264834
2001,5,26,01:22:50,24.0979,90.3872,0.0,3.9,BANGLADESH,990840170
2001,5,21,23:37:53,23.413,91.973,51.7,3.8,INDIA-BANGLADESH BORDER REGION,990488273
2001,4,27,12:28:32,25.509,91.13,26.0,4.1,INDIA-BANGLADESH BORDER REGION,988374512
2001,4,20,18:35:03,25.98,90.519,36.6,4.5,INDIA-BANGLADESH BORDER REGION,987791703
2001,4,18,20:47:43,24.081,91.579,13.4,3.9,INDIA-BANGLADESH BORDER REGION,987626863
2001,4,16,00:31:31,22.755,89.048,40.9,4.3,BANGLADESH,987381091
2001,4,14,05:59:43,22.898,91.875,33.0,4.1,BANGLADESH,987227983
2001,2,11,01:20:55,24.863,92.078,47.6,4.2,INDIA-BANGLADESH BORDER REGION,981854455
2001,1,16,08:06:59,25.727,90.024,33.0,3.9,INDIA-BANGLADESH BORDER REGION,979632419
2000,12,29,10:43:40,25.701,92.074,15.0,2.9,INDIA-BANGLADESH BORDER REGION,978086620
2000,11,9,17:31:50,25.309,91.411,48.4,4.2,INDIA-BANGLADESH BORDER REGION,973791110
2000,11,9,08:37:51,22.415,92.379,18.6,4.7,INDIA-BANGLADESH BORDER REGION,973759071
2000,11,3,00:33:36,25.863,90.672,33.0,4.1,INDIA-BANGLADESH BORDER REGION,973211616
2000,9,16,20:42:54,22.574,88.111,40.7,2.0,INDIA-BANGLADESH BORDER REGION,969136974
2000,7,4,22:21:07,24.112,90.674,100.2,4.3,BANGLADESH,962749267
2000,6,20,07:16:46,25.785,89.6,33.0,4.0,INDIA-BANGLADESH BORDER REGION,961485406
2000,4,18,07:53:43,25.941,89.762,46.4,3.9,INDIA-BANGLADESH BORDER REGION,956044423
2000,4,16,11:40:31,24.559,91.782,21.6,3.8,INDIA-BANGLADESH BORDER REGION,955885231
2000,1,23,00:33:30,22.692,92.471,100.0,4.3,INDIA-BANGLADESH BORDER REGION,948587610
1999,12,31,00:53:44,21.45,91.768,29.9,4.3,BAY OF BENGAL,946601624
1999,9,21,13:54:43,24.975,88.789,33.0,4.1,INDIA-BANGLADESH BORDER REGION,937922083
1999,9,21,13:54:39,25.159,88.86,2.0,3.9,INDIA-BANGLADESH BORDER REGION,937922079
1999,8,28,20:02:41,22.88,89.152,79.7,4.0,BANGLADESH,935870561
1999,8,28,20:02:33,22.915,89.795,15.0,4.9,BANGLADESH,935870553
1999,7,22,10:42:11,21.526,92.02,10.0,4.3,MYANMAR-BANGLADESH BORDER REGION,932640131
1999,7,22,10:42:11,21.617,91.896,10.0,5.2,BAY OF BENGAL,932640131
1999,7,4,06:05:15,25.419,90.276,33.0,3.8,INDIA-BANGLADESH BORDER REGION,931068315
1999,5,7,17:53:54,26.0918,88.7729,0.0,3.6,INDIA-BANGLADESH BORDER REGION,926099634
1999,4,14,23:21:06,24.789,89.044,33.0,4.2,BANGLADESH,924132066
1999,2,10,18:23:27,23.8626,91.0152,0.0,3.5,INDIA-BANGLADESH BORDER REGION,918671007
1999,2,8,09:50:36,22.173,92.736,33.0,4.1,INDIA-BANGLADESH BORDER REGION,918467436
1998,12,21,15:04:32,22.2995,92.7491,33.0,4.3,INDIA-BANGLADESH BORDER REGION,914252672
1998,10,16,22:22:37,25.6179,90.7519,46.1,3.9,INDIA-BANGLADESH BORDER REGION,908576557
1998,7,12,22:55:10,15.5914,91.1173,33.0,4.2,BAY OF BENGAL,900284110
1998,6,9,07:09:57,23.3269,92.4003,27.2,3.9,INDIA-BANGLADESH BORDER REGION,897376197
1998,2,20,23:15:51,24.3171,89.9948,33.0,3.5,BANGLADESH,888016551
1998,2,20,10:14:06,24.1372,91.3979,33.0,3.9,INDIA-BANGLADESH BORDER REGION,887969646
1998,1,6,03:09:50,25.9072,91.7623,60.7,4.5,INDIA-BANGLADESH BORDER REGION,884056190
1997,12,27,12:05:01,25.5106,91.2957,41.5,3.9,INDIA-BANGLADESH BORDER REGION,883224301
1997,11,22,02:34:43,22.2039,92.6603,52.5,4.8,INDIA-BANGLADESH BORDER REGION,880166083
1997,11,21,11:23:03,22.2195,92.6839,29.6,6.1,INDIA-BANGLADESH BORDER REGION,880111383
1997,11,10,09:12:12,23.0413,92.3611,0.0,3.7,INDIA-BANGLADESH BORDER REGION,879153132
1997,11,10,06:31:35,24.223,89.4344,33.0,3.9,BANGLADESH,879143495
1997,9,5,19:51:11,22.1931,92.0626,0.0,3.7,INDIA-BANGLADESH BORDER REGION,873489071
1997,8,14,05:05:32,24.396,92.0154,33.0,4.1,INDIA-BANGLADESH BORDER REGION,871535132
1997,8,13,04:22:52,23.0576,92.7658,33.0,4.0,INDIA-BANGLADESH BORDER REGION,871446172
1997,8,5,15:59:04,23.1861,90.9787,33.0,4.1,BANGLADESH,870796744
1997,8,2,22:28:33,22.8934,92.771,27.1,3.7,INDIA-BANGLADESH BORDER REGION,870560913
1997,7,20,08:38:26,25.402,89.952,0.0,3.9,INDIA-BANGLADESH BORDER REGION,869387906
1997,6,24,14:09:19,25.0638,92.3238,66.9,3.8,INDIA-BANGLADESH BORDER REGION,867161359
1997,6,24,13:00:04,25.7208,89.9256,33.0,3.7,INDIA-BANGLADESH BORDER REGION,867157204
1997,6,15,01:05:37,23.98,89.91,35.0,4.6,BANGLADESH,866336737
1997,5,10,19:26:17,24.9762,92.4106,33.0,3.7,INDIA-BANGLADESH BORDER REGION,863292377
1997,5,8,02:53:14,24.8899,92.2768,33.7,6.0,INDIA-BANGLADESH BORDER REGION,863059994
1997,4,20,12:27:10,24.791,92.1627,48.4,3.8,INDIA-BANGLADESH BORDER REGION,861539230
1997,4,10,14:44:36,17.2927,87.0347,0.0,4.1,BAY OF BENGAL,860683476
1997,4,6,21:12:02,23.229,92.037,0.0,3.4,INDIA-BANGLADESH BORDER REGION,860361122
1997,4,4,10:08:38,23.088,90.38,0.0,3.7,BANGLADESH,860148518
1997,2,17,16:48:43,24.6656,91.7751,40.1,3.7,INDIA-BANGLADESH BORDER REGION,856198123
1997,1,22,11:12:04,25.5886,90.3114,33.0,4.0,INDIA-BANGLADESH BORDER REGION,853931524
1996,12,18,07:24:04,23.9365,92.4718,118.4,3.8,INDIA-BANGLADESH BORDER REGION,850893844
1996,11,19,00:12:16,24.567,92.6825,26.5,5.4,INDIA-BANGLADESH BORDER REGION,848362336
1996,11,12,00:32:19,21.7982,92.3953,33.0,4.0,MYANMAR-BANGLADESH BORDER REGION,847758739
1996,11,10,14:55:41,22.257,92.7342,33.0,3.7,INDIA-BANGLADESH BORDER REGION,847637741
1996,11,9,07:08:41,22.1066,92.376,14.0,4.2,INDIA-BANGLADESH BORDER REGION,847523321
1996,10,25,18:31:18,25.3088,90.7686,33.0,3.8,INDIA-BANGLADESH BORDER REGION,846268278
1996,9,24,03:28:03,23.4198,88.3988,35.0,4.6,INDIA-BANGLADESH BORDER REGION,843535683
1996,8,30,05:06:14,22.0738,92.2279,33.0,3.7,INDIA-BANGLADESH BORDER REGION,841381574
1996,8,18,02:48:03,25.8403,90.1497,38.5,4.4,INDIA-BANGLADESH BORDER REGION,840336483
1996,7,27,08:16:44,18.1917,87.3993,18.2,4.7,BAY OF BENGAL,838455404
1996,7,26,12:47:29,23.9425,89.9141,33.0,3.9,BANGLADESH,838385249
1996,7,5,14:01:47,21.8501,92.4797,28.1,4.1,MYANMAR-BANGLADESH BORDER REGION,836575307
1996,6,12,17:14:14,23.4441,91.0873,33.0,3.7,INDIA-BANGLADESH BORDER REGION,834599654
1996,5,28,15:40:55,26.47,89.96,0.0,3.6,INDIA-BANGLADESH BORDER REGION,833298055
1996,4,8,18:11:29,24.841,92.6468,33.0,3.8,INDIA-BANGLADESH BORDER REGION,828987089
1996,3,4,08:30:45,23.5642,92.6593,33.0,4.3,INDIA-BANGLADESH BORDER REGION,825928245
1995,12,9,10:04:48,15.543,88.5248,39.5,4.8,BAY OF BENGAL,818503488
1995,12,6,00:50:34,24.757,91.5435,47.4,4.1,INDIA-BANGLADESH BORDER REGION,818211034
1995,12,1,02:28:41,24.2544,91.945,20.0,4.0,INDIA-BANGLADESH BORDER REGION,817784921
1995,8,11,19:04:40,25.54,92.23,10.0,3.5,INDIA-BANGLADESH BORDER REGION,808167880
1995,7,20,20:06:46,23.0809,92.2602,27.1,4.3,INDIA-BANGLADESH BORDER REGION,806270806
1995,4,3,01:59:08,25.9914,91.8163,33.0,3.9,INDIA-BANGLADESH BORDER REGION,796874348
1995,2,26,15:17:54,20.3781,91.6631,33.0,3.8,BAY OF BENGAL,793811874
1994,9,28,04:04:33,25.6311,90.7274,33.1,4.0,INDIA-BANGLADESH BORDER REGION,780725073
1994,9,17,08:41:31,22.3644,92.0315,10.0,3.6,INDIA-BANGLADESH BORDER REGION,779791291
1994,7,24,23:39:06,25.1772,92.7777,26.7,4.7,INDIA-BANGLADESH BORDER REGION,775093146
1994,6,9,22:53:05,24.345,92.1934,53.1,4.4,INDIA-BANGLADESH BORDER REGION,771202385
1994,1,16,14:22:38,26.3855,89.1356,33.0,3.9,INDIA-BANGLADESH BORDER REGION,758730158
1993,12,5,04:42:33,23.6652,92.2476,33.0,3.7,INDIA-BANGLADESH BORDER REGION,755066553
1993,9,10,11:40:29,22.84,92.36,43.0,2.3,INDIA-BANGLADESH BORDER REGION,747661229
1993,7,28,09:41:57,24.62,92.12,34.0,3.0,INDIA-BANGLADESH BORDER REGION,743852517
1993,7,26,02:50:54,26.44,88.74,45.0,3.6,INDIA-BANGLADESH BORDER REGION,743655054
1993,7,23,21:29:18,25.44,90.89,20.0,3.1,INDIA-BANGLADESH BORDER REGION,743462958
1993,7,18,23:36:17,25.54,91.79,5.0,3.2,INDIA-BANGLADESH BORDER REGION,743038577
1993,5,27,07:30:45,25.561,92.6762,6.0,3.9,INDIA-BANGLADESH BORDER REGION,738487845
1993,5,26,08:47:16,25.49,92.55,23.0,2.6,INDIA-BANGLADESH BORDER REGION,738406036
1993,5,3,20:10:35,25.633,91.7783,10.0,3.3,INDIA-BANGLADESH BORDER REGION,736459835
1993,4,27,23:14:40,22.8958,91.6896,33.0,3.5,BANGLADESH,735952480
1993,3,22,19:45:02,25.58,90.88,24.0,2.6,INDIA-BANGLADESH BORDER REGION,732829502
