Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
1993,3,22,17:25:01,24.8314,91.8677,10.0,3.2,INDIA-BANGLADESH BORDER REGION,732821101
1993,3,20,18:13:26,25.88,90.68,19.0,3.3,INDIA-BANGLADESH BORDER REGION,732651206
1993,3,19,00:34:12,25.57,91.16,18.0,3.1,INDIA-BANGLADESH BORDER REGION,732501252
1993,3,18,11:03:54,25.59,91.67,16.0,3.1,INDIA-BANGLADESH BORDER REGION,732452634
1993,3,10,16:49:23,25.1,90.11,27.0,3.5,INDIA-BANGLADESH BORDER REGION,731782163
1993,3,8,22:02:46,25.72,90.77,20.0,3.0,INDIA-BANGLADESH BORDER REGION,731628166
1993,3,6,06:10:44,24.33,92.54,22.0,3.3,INDIA-BANGLADESH BORDER REGION,731398244
1993,3,4,18:44:36,24.76,92.4,18.0,3.2,INDIA-BANGLADESH BORDER REGION,731270676
1993,3,3,05:17:30,25.5616,90.3331,33.0,4.5,INDIA-BANGLADESH BORDER REGION,731135850
1993,2,15,18:12:10,25.53,90.95,18.0,2.5,INDIA-BANGLADESH BORDER REGION,729799930
1993,2,12,12:44:19,23.514,92.3503,33.0,4.3,INDIA-BANGLADESH BORDER REGION,729521059
1992,12,16,14:38:31,23.4456,92.5769,33.0,4.1,INDIA-BANGLADESH BORDER REGION,724516711
1992,12,12,14:20:56,25.4754,91.3878,41.0,5.0,INDIA-BANGLADESH BORDER REGION,724170056
1992,12,10,00:23:35,21.92,89.74,12.0,4.1,BANGLADESH,723947015
1992,12,8,23:22:05,17.8258,86.5245,33.0,4.5,BAY OF BENGAL,723856925
1992,11,22,04:17:45,24.7707,91.7092,33.0,3.4,INDIA-BANGLADESH BORDER REGION,722405865
1992,10,30,09:36:54,25.58,91.1,20.0,3.3,INDIA-BANGLADESH BORDER REGION,720437814
1992,10,29,07:40:57,25.32,92.05,44.0,3.4,INDIA-BANGLADESH BORDER REGION,720344457
1992,10,29,04:28:05,25.32,91.91,20.0,3.7,INDIA-BANGLADESH BORDER REGION,720332885
1992,10,25,16:38:54,25.64,90.37,21.0,2.2,INDIA-BANGLADESH BORDER REGION,720031134
1992,10,22,14:15:22,24.24,92.05,26.0,3.6,INDIA-BANGLADESH BORDER REGION,719763322
1992,10,22,12:37:13,25.4347,91.7797,23.0,3.6,INDIA-BANGLADESH BORDER REGION,719757433
1992,10,21,01:00:30,25.18,91.62,22.0,2.1,INDIA-BANGLADESH BORDER REGION,719629230
1992,10,16,19:09:36,25.45,91.13,20.0,3.0,INDIA-BANGLADESH BORDER REGION,719262576
1992,8,8,12:07:48,25.3519,91.9031,50.3,4.3,INDIA-BANGLADESH BORDER REGION,713275668
1992,7,19,13:48:40,21.5571,92.3946,33.0,4.1,MYANMAR-BANGLADESH BORDER REGION,711553720
1992,7,9,21:34:02,21.0464,90.0244,29.3,5.3,BANGLADESH,710717642
1992,7,6,09:21:39,25.71,90.98,20.0,2.7,INDIA-BANGLADESH BORDER REGION,710414499
1992,5,28,09:53:17,23.1445,92.0614,6.9,4.5,INDIA-BANGLADESH BORDER REGION,707046797
1992,5,3,21:11:29,23.8977,91.0906,33.0,4.2,INDIA-BANGLADESH BORDER REGION,704927489
1992,4,15,17:28:54,25.3167,90.5185,33.0,4.3,INDIA-BANGLADESH BORDER REGION,703358934
1992,2,25,01:57:25,25.1669,92.2332,33.0,5.0,INDIA-BANGLADESH BORDER REGION,698983045
1992,2,1,04:52:24,23.477,90.9012,33.0,3.7,BANGLADESH,696919944
1992,1,13,18:36:33,24.4174,92.4997,44.9,4.5,INDIA-BANGLADESH BORDER REGION,695327793
1992,1,10,02:46:11,24.9454,92.6272,85.0,3.8,INDIA-BANGLADESH BORDER REGION,695011571
1991,11,15,01:13:18,21.0181,92.5951,82.0,4.6,MYANMAR-BANGLADESH BORDER REGION,690167598
1991,9,26,05:04:48,25.5909,90.2668,33.0,4.8,INDIA-BANGLADESH BORDER REGION,685861488
1991,9,2,17:20:37,24.5412,90.4732,77.7,4.7,BANGLADESH,683832037
1991,8,22,03:53:44,25.2855,91.1834,44.5,4.7,INDIA-BANGLADESH BORDER REGION,682833224
1991,8,10,13:00:15,24.4347,90.5131,33.0,4.2,BANGLADESH,681829215
1991,8,7,11:36:29,25.2666,88.661,10.0,5.0,INDIA-BANGLADESH BORDER REGION,681564989
1991,4,26,09:15:52,20.8118,89.6729,33.0,4.7,BAY OF BENGAL,672657352
1991,2,3,13:22:09,25.4647,91.6745,19.2,3.8,INDIA-BANGLADESH BORDER REGION,665587329
1991,2,2,00:15:39,25.5081,91.171,25.5,4.9,INDIA-BANGLADESH BORDER REGION,665453739
1991,1,23,14:03:51,24.4197,92.5257,33.0,4.3,INDIA-BANGLADESH BORDER REGION,664639431
1990,10,11,14:42:03,21.2349,92.4405,41.1,4.0,MYANMAR-BANGLADESH BORDER REGION,655656123
1990,5,14,04:28:23,22.7771,92.6243,25.7,4.4,INDIA-BANGLADESH BORDER REGION,642659303
1990,2,5,02:06:48,24.8536,92.4078,33.0,4.1,INDIA-BANGLADESH BORDER REGION,634183608
1989,6,12,00:04:09,21.8338,89.7751,6.0,5.7,BANGLADESH,613613049
1989,5,9,16:17:17,22.8887,92.5078,105.0,4.0,INDIA-BANGLADESH BORDER REGION,610733837
1989,4,29,12:55:17,25.613,91.577,33.0,4.3,INDIA-BANGLADESH BORDER REGION,609857717
1989,4,13,07:25:33,24.4041,92.4312,9.9,5.1,INDIA-BANGLADESH BORDER REGION,608455533
1989,3,13,13:06:46,22.6586,92.0026,31.2,4.1,INDIA-BANGLADESH BORDER REGION,605797606
1989,2,14,15:52:45,23.5461,89.1903,33.0,4.1,BANGLADESH,603474765
1988,5,28,07:46:52,20.9909,89.8484,33.0,4.7,BAY OF BENGAL,580808812
1988,5,10,07:16:16,25.3216,90.883,33.0,4.4,INDIA-BANGLADESH BORDER REGION,579251776
1988,4,30,03:27:50,25.9467,91.6113,33.0,4.2,INDIA-BANGLADESH BORDER REGION,578374070
1988,2,28,05:55:48,24.717,91.5593,21.5,4.6,INDIA-BANGLADESH BORDER REGION,573026148
1988,2,8,07:39:37,15.6661,90.0501,10.0,4.3,BAY OF BENGAL,571304377
1988,2,6,14:50:45,24.6677,91.5619,33.0,5.8,INDIA-BANGLADESH BORDER REGION,571157445
1987,7,16,23:55:23,21.1616,92.4416,33.0,4.3,MYANMAR-BANGLADESH BORDER REGION,553478123
1987,7,16,02:19:15,23.551,92.3346,33.0,4.4,INDIA-BANGLADESH BORDER REGION,553400355
1986,10,14,14:03:02,25.026,91.9704,33.0,4.7,INDIA-BANGLADESH BORDER REGION,529682582
1986,9,10,07:50:26,25.3757,92.145,47.0,5.2,INDIA-BANGLADESH BORDER REGION,526722626
1986,2,19,17:34:23,25.1044,91.1302,6.7,5.3,INDIA-BANGLADESH BORDER REGION,509218463
1986,1,13,22:58:24,14.1344,88.7185,10.0,4.9,BAY OF BENGAL,506041104
1986,1,2,09:32:13,22.4942,92.6255,28.0,4.8,INDIA-BANGLADESH BORDER REGION,505042333
1985,11,3,03:57:52,23.6112,91.5203,9.0,4.9,INDIA-BANGLADESH BORDER REGION,499838272
1985,7,1,02:23:57,18.3936,87.2898,46.8,5.3,BAY OF BENGAL,489032637
1985,6,17,21:52:49,25.6492,90.1972,22.0,4.7,INDIA-BANGLADESH BORDER REGION,487893169
1984,9,30,21:35:25,25.4363,91.5072,34.1,5.1,INDIA-BANGLADESH BORDER REGION,465428125
1984,7,4,13:29:23,25.7997,92.7407,33.0,4.6,INDIA-BANGLADESH BORDER REGION,457795763
1984,6,15,16:06:06,19.6531,92.5812,0.0,4.9,BAY OF BENGAL,456163566
1984,5,21,09:59:05,23.6573,91.5078,12.6,5.3,INDIA-BANGLADESH BORDER REGION,453981545
1984,4,14,19:41:18,16.2036,87.6799,33.0,5.0,BAY OF BENGAL,450819678
1983,11,17,21:20:12,25.1483,91.7328,41.6,4.4,INDIA-BANGLADESH BORDER REGION,437952012
1983,7,23,07:28:34,25.3698,91.2511,58.5,4.7,INDIA-BANGLADESH BORDER REGION,427793314
1983,5,1,00:19:28,25.0907,92.2392,0.0,4.3,INDIA-BANGLADESH BORDER REGION,420596368
1983,1,19,12:09:33,25.4614,91.3634,10.0,4.9,INDIA-BANGLADESH BORDER REGION,411826173
1982,9,21,12:38:27,25.1516,91.2682,43.4,4.6,INDIA-BANGLADESH BORDER REGION,401459907
1982,8,31,10:42:45,25.3847,91.4601,32.3,5.0,INDIA-BANGLADESH BORDER REGION,399638565
1982,8,21,04:26:25,25.1619,92.2337,50.5,4.7,INDIA-BANGLADESH BORDER REGION,398751985
1982,7,6,06:13:32,25.8811,90.3101,8.4,5.1,INDIA-BANGLADESH BORDER REGION,394784012
1982,7,4,18:34:28,19.4963,90.6109,37.6,5.2,BAY OF BENGAL,394655668
1982,6,20,15:29:19,26.2437,89.9697,33.0,4.5,INDIA-BANGLADESH BORDER REGION,393434959
1982,4,8,02:41:16,18.5145,86.3057,18.2,5.5,BAY OF BENGAL,387081676
1982,2,26,00:05:47,25.7948,90.6162,48.9,4.7,INDIA-BANGLADESH BORDER REGION,383529947
1982,1,28,07:18:07,25.4733,90.8901,33.0,4.2,INDIA-BANGLADESH BORDER REGION,381050287
1982,1,11,20:53:00,24.6985,92.0578,40.3,4.7,INDIA-BANGLADESH BORDER REGION,379630380
1981,11,20,11:14:55,21.7076,90.7581,33.0,4.2,BANGLADESH,375102895
1981,3,26,02:47:10,22.3465,89.0758,0.0,4.9,BANGLADESH,354422830
1980,12,22,04:36:08,26.6689,89.5938,33.0,4.5,INDIA-BANGLADESH BORDER REGION,346307768
1980,12,1,20:33:26,22.0628,90.938,33.0,4.7,BANGLADESH,344550806
1980,10,30,05:29:41,23.8988,91.4561,29.5,5.0,INDIA-BANGLADESH BORDER REGION,341731781
1980,6,11,05:25:15,25.794,90.3105,68.6,4.8,INDIA-BANGLADESH BORDER REGION,329549115
1980,1,16,00:54:29,20.857,88.193,33.0,4.5,BAY OF BENGAL,316832069
1979,5,12,06:10:08,23.9519,92.4323,27.3,4.7,INDIA-BANGLADESH BORDER REGION,295337408
1979,4,11,16:08:12,25.9761,88.8424,33.0,4.8,INDIA-BANGLADESH BORDER REGION,292694892
1979,2,26,06:54:56,25.9754,91.2331,53.5,4.2,INDIA-BANGLADESH BORDER REGION,288860096
1979,1,28,06:06:38,24.8735,91.0199,41.5,4.9,INDIA-BANGLADESH BORDER REGION,286351598
1979,1,9,02:39:55,24.9587,92.4872,64.1,4.4,INDIA-BANGLADESH BORDER REGION,284697595
1978,10,4,07:02:34,16.5416,90.7245,33.0,4.4,BAY OF BENGAL,276332554
1978,4,23,07:49:51,19.1587,89.1563,0.0,4.2,BAY OF BENGAL,262165791
1978,4,7,23:32:35,22.7958,92.3806,48.6,4.6,INDIA-BANGLADESH BORDER REGION,260839955
1978,3,28,12:37:40,23.1509,92.7404,33.0,4.8,INDIA-BANGLADESH BORDER REGION,259936660
1977,12,23,21:00:27,23.7076,92.3092,33.0,5.1,INDIA-BANGLADESH BORDER REGION,251758827
1977,6,5,19:21:37,26.0725,88.4311,17.5,4.8,INDIA-BANGLADESH BORDER REGION,234386497
1974,9,21,06:27:41,25.6252,91.0429,27.0,4.7,INDIA-BANGLADESH BORDER REGION,148976861
1974,5,15,03:51:21,25.6575,91.9123,34.1,4.5,INDIA-BANGLADESH BORDER REGION,137821881
1973,11,2,12:09:55,25.7216,91.704,21.0,4.8,INDIA-BANGLADESH BORDER REGION,121090195
1973,10,31,12:06:47,25.21,92.4503,33.1,4.3,INDIA-BANGLADESH BORDER REGION,120917207
1971,2,2,07:59:55,23.7137,91.6624,36.5,5.4,INDIA-BANGLADESH BORDER REGION,34329595
1970,8,28,01:24:07,24.78,91.55,39.0,4.9,INDIA-BANGLADESH BORDER REGION,20654647
1970,7,25,01:35:26,25.72,88.58,32.0,5.1,INDIA-BANGLADESH BORDER REGION,17717726
